Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,768414,88.6,0.311
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - Major,USA,2780359,184.08,-0.035
AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,1530499,25.37,-0.623
AMID,"American Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,307673,5.2,0.804
AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,1112844,24.76,-0.381
AMJL,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,17265,13.68,-0.48200000000000004
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor - Integrated Circuits,USA,780953,7.19,-0.036000000000000004
AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,19423929,9.75,-0.39799999999999996
AMN,"AMN Healthcare Services, Inc.",Industrial Goods,General Building Materials,USA,304373,53.3,0.677
AMNB,American National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,USA,7013,36.22,-0.465
AMOT,Allied Motion Technologies Inc.,Industrial Goods,Industrial Electrical Equipment,USA,33026,35.1,-0.42
AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,1080684,149.29,-0.245
AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1810363,0.45,-0.057
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,85214,20.81,0.45
AMR,"Alta Mesa Resources, Inc.",Services,Major Airlines,USA,2250614,0.18,-0.040999999999999995
AMRB,American River Bankshares,Financial,Regional - Pacific Banks,USA,42692,12.18,-0.095
AMRC,"Ameresco, Inc.",Services,Technical Services,USA,110075,14.46,0.369
AMRH,"AMERI Holdings, Inc.",Technology,Information Technology Services,USA,1001307,0.34,-0.025
AMRK,"A-Mark Precious Metals, Inc.",Financial,Investment Brokerage - National,USA,2665,12.79,-0.132
AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,4576075,19.4,-0.20800000000000002
AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,381389,3.98,-0.728
AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,1511437,6.91,-0.483
AMS,American Shared Hospital Services,Healthcare,Specialized Health Services,USA,27810,3.2,-0.588
AMSC,American Superconductor Corporation,Industrial Goods,Industrial Electrical Equipment,USA,238345,8.4,0.7759999999999999
AMSF,"Amerisafe, Inc.",Financial,Property & Casualty Insurance,USA,100795,63.33,-0.27399999999999997
AMSWA,"American Software, Inc.",Technology,Application Software,USA,181702,14.63,0.24100000000000002
AMT,American Tower Corporation (REIT),Financial,REIT - Diversified,USA,1839890,217.52,0.14800000000000002
AMTD,TD Ameritrade Holding Corporation,Financial,Investment Brokerage - National,USA,4154259,49.42,-0.166
AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals,USA,18465,0.93,-0.215
AMU,UBS ETRACS Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,70469,15.56,0.667
AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,1,15.57,-0.7659999999999999
AMWD,American Woodmark Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,93945,79.56,0.068
AMX,"America Movil, S.A.B. de C.V.",Technology,Wireless Communications,Mexico,2385953,15.31,-0.253
AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,697285,5.46,-0.33
AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,3180927,1918.19,-0.36200000000000004
AN,"AutoNation, Inc.",Services,Auto Dealerships,USA,424908,42.07,0.145
ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,249796,67.02,-0.425
ANAT,American National Insurance Company,Financial,Property & Casualty Insurance,USA,65978,116.76,-0.026000000000000002
ANCN,Anchiano Therapeutics Ltd,Healthcare,Biotechnology,Israel,10298,4.5,0.45899999999999996
ANDA,Andina Acquisition Corp. III,Conglomerates,Conglomerates,Colombia,100,9.9,0.588
ANDAU,Andina Acquisition Corp. III,Conglomerates,Conglomerates,Colombia,0,10.28,0.625
ANDE,"The Andersons, Inc.",Consumer Goods,Farm Products,USA,118068,27.88,-0.374
ANDX,Andeavor Logistics LP,Basic Materials,Oil & Gas Equipment & Services,USA,872943,36.14,0.32299999999999995
ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,705220,248.73,0.713
ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,3178631,16.29,-0.698
ANFI,Amira Nature Foods Ltd.,Consumer Goods,Food - Major Diversified,United Arab Emirates,980684,0.82,-0.649
ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,1170120,14.9,0.004
ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,279981,29.24,0.568
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,147899,19.43,-0.391
ANH,Anworth Mortgage Asset Corporation,Financial,REIT - Diversified,USA,360448,3.8,0.607
ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,85110,40.41,-0.636
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,280996,77.64,-0.239
ANIX,"Anixa Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,63641,4.04,-0.21899999999999997
ANSS,"ANSYS, Inc.",Technology,Application Software,USA,393795,203.7,-0.11599999999999999
ANTM,"Anthem, Inc.",Healthcare,Health Care Plans,USA,1515457,291.23,-0.615
ANY,Sphere 3D Corp.,Technology,Application Software,Canada,37557,1.57,0.19399999999999998
AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,43271,55.24,0.852
AOBC,American Outdoor Brands Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,2915381,9.44,-0.022000000000000002
AOD,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,252082,8.23,-0.489
AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,62371,35.42,-0.871
AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,73565,39.08,-0.27699999999999997
AON,Aon plc,Financial,Insurance Brokers,United Kingdom,913085,193.52,-0.5670000000000001
AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,106563,46.07,0.6729999999999999
AOS,A. O. Smith Corporation,Industrial Goods,Industrial Electrical Equipment,USA,1525566,45.82,0.11800000000000001
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductor - Specialized,USA,48050,8.73,0.381
AP,Ampco-Pittsburgh Corporation,Industrial Goods,Diversified Machinery,USA,17229,3.82,0.41100000000000003
APA,Apache Corporation,Basic Materials,Independent Oil & Gas,USA,3466380,29.51,-0.349
APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,267443,27.2,-0.218
APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,8571733,70.48,-0.696
APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Major Diversified,USA,1378601,222.05,0.138
APDN,"Applied DNA Sciences, Inc.",Technology,Security Software & Services,USA,95465,0.6,0.053
APEI,"American Public Education, Inc.",Services,Education & Training Services,USA,48015,29.35,-0.377
APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Appliances & Equipment,USA,3426,3.82,0.364
APH,Amphenol Corporation,Technology,Diversified Electronics,USA,1509386,95.88,0.7390000000000001
APHA,Aphria Inc.,Healthcare,Drug Manufacturers - Other,Canada,2202011,6.72,0.175
APLE,"Apple Hospitality REIT, Inc.",Financial,REIT - Hotel/Motel,USA,1178061,16.01,-0.368
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,434379,24.03,-0.731
APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,16298,9.25,-0.048
APM,Aptorum Group Limited,Healthcare,Biotechnology,Hong Kong,1692,25.7,-0.065
APO,"Apollo Global Management, LLC",Financial,Diversified Investments,USA,1441311,34.18,-0.899
APOG,"Apogee Enterprises, Inc.",Industrial Goods,General Building Materials,USA,160743,39.61,0.674
APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,65439,0.6,0.151
APPF,"AppFolio, Inc.",Technology,Application Software,USA,129185,107.43,-0.217
APPN,Appian Corporation,Technology,Application Software,USA,639609,38.83,-0.271
APPS,"Digital Turbine, Inc.",Technology,Application Software,USA,1215401,4.66,-0.52
APRN,"Blue Apron Holdings, Inc.",Services,"Specialty Retail, Other",USA,970634,6.95,0.10099999999999999
APT,"Alpha Pro Tech, Ltd.",Industrial Goods,General Building Materials,Canada,15769,3.42,-0.35
APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,251261,2.17,0.259
APTS,"Preferred Apartment Communities, Inc.",Financial,REIT - Residential,USA,185287,15.2,-0.382
APTV,Aptiv PLC,Consumer Goods,Auto Parts,Ireland,1286523,78.47,0.41200000000000003
APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,516143,3.27,0.414
APU,"AmeriGas Partners, L.P.",Utilities,Gas Utilities,USA,421450,34.88,0.37200000000000005
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,1083063,0.96,-0.35700000000000004
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrial Goods,Industrial Electrical Equipment,Taiwan,2510,2.2,-0.305
APY,Apergy Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,822834,31.85,-0.727
APYX,Apyx Medical Corporation,Healthcare,Medical Instruments & Supplies,USA,76103,6.52,0.35600000000000004
AQ,Aquantia Corp.,Services,Business Services,USA,209202,13.07,-0.526
AQB,"AquaBounty Technologies, Inc.",Healthcare,Biotechnology,USA,1092227,3.21,0.231
AQMS,"Aqua Metals, Inc.",Industrial Goods,Waste Management,USA,289062,1.62,0.18899999999999997
AQN,Algonquin Power & Utilities Corp.,Utilities,Diversified Utilities,Canada,294005,12.5,0.278
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,148512,4.27,-0.359
AQUA,Evoqua Water Technologies Corp.,Industrial Goods,Pollution & Treatment Controls,USA,678777,13.15,0.045
AQXP,"Aquinox Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,Canada,51844,2.39,0.18600000000000003
AR,Antero Resources Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,10955964,5.47,0.612
ARA,"American Renal Associates Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,355840,7.01,-0.43799999999999994
ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,7146,5.99,-0.387
ARAY,Accuray Incorporated,Healthcare,Medical Appliances & Equipment,USA,716072,3.92,-0.319
ARC,"ARC Document Solutions, Inc.",Services,Business Services,USA,39376,2.11,-0.131
ARCB,ArcBest Corporation,Services,Trucking,USA,183910,26.76,-0.32
ARCC,Ares Capital Corporation,Financial,Diversified Investments,USA,1915927,17.98,-0.419
ARCE,Arco Platform Limited,Technology,Application Software,Brazil,32652,44.85,0.094
ARCH,"Arch Coal, Inc.",Basic Materials,Industrial Metals & Minerals,USA,384097,94.35,-0.713
ARCI,"Appliance Recycling Centers of America, Inc.",Services,Electronics Stores,USA,30446,4.6,0.22899999999999998
ARCM,Arrow Reserve Capital Management ETF,Financial,Exchange Traded Fund,USA,30,100.26,-0.419
ARCO,Arcos Dorados Holdings Inc.,Services,Restaurants,Argentina,251957,7.09,0.479
ARCT,Arcturus Therapeutics Ltd.,Healthcare,Biotechnology,USA,269330,8.76,-0.009000000000000001
ARCW,"ARC Group Worldwide, Inc.",Industrial Goods,Metal Fabrication,USA,3675,0.49,0.38799999999999996
ARD,Ardagh Group S.A.,Consumer Goods,Packaging & Containers,Luxembourg,44644,16.24,-0.081
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA,123133,15.03,0.55
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,18821,10.8,-0.063
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,167408,2.6,0.32899999999999996
ARE,"Alexandria Real Estate Equities, Inc.",Financial,REIT - Office,USA,1054155,149.93,0.78
ARES,Ares Management Corporation,Financial,Asset Management,USA,1409117,27.58,-0.35100000000000003
AREX,"Approach Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,3868834,0.36,0.46399999999999997
ARGO,"Argo Group International Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,98037,75.36,0.012
ARGT,Global X MSCI Argentina ETF,Financial,Exchange Traded Fund,USA,61972,32.18,0.48
ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,266837,137.83,-0.026000000000000002
ARI,"Apollo Commercial Real Estate Finance, Inc.",Financial,REIT - Diversified,USA,1341203,18.86,-0.057
ARKF,ARK Fintech Innovation ETF,Financial,Exchange Traded Fund,USA,13796,22.79,-0.10300000000000001
ARKG,ARK Genomic Revolution ETF,Financial,Exchange Traded Fund,USA,136419,32.49,0.085
ARKK,ARK Innovation ETF,Financial,Exchange Traded Fund,USA,208740,45.33,0.589
ARKQ,ARK Industrial Innovation ETF,Financial,Exchange Traded Fund,USA,11036,32.32,0.34700000000000003
ARKR,Ark Restaurants Corp.,Services,Restaurants,USA,345,19.91,0.004
ARKW,ARK Web x.0 ETF,Financial,Exchange Traded Fund,USA,75028,51.83,-0.262
ARL,"American Realty Investors, Inc.",Financial,Property Management,USA,1388,13.6,-0.065
ARLO,"Arlo Technologies, Inc.",Technology,Security Software & Services,USA,712597,4.03,-0.153
ARLP,"Alliance Resource Partners, L.P.",Basic Materials,Industrial Metals & Minerals,USA,851066,17.1,0.542
ARMK,Aramark,Services,Specialty Eateries,USA,1267411,34.82,-0.315
ARMP,"Armata Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,40992,3.13,0.299
ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,618917,56.13,0.8859999999999999
ARNC,Arconic Inc.,Basic Materials,Aluminum,USA,5479140,24.15,-0.037000000000000005
AROC,"Archrock, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,709930,9.73,0.061
AROW,Arrow Financial Corporation,Financial,Regional - Northeast Banks,USA,12372,33.12,-0.563
ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,43558,0.97,0.23600000000000002
ARQL,"ArQule, Inc.",Healthcare,Biotechnology,USA,6260826,10.35,-0.39799999999999996
ARR,"ARMOUR Residential REIT, Inc.",Financial,REIT - Residential,USA,551202,18.35,-0.395
ARRY,Array BioPharma Inc.,Healthcare,Biotechnology,USA,12822550,46.55,-0.084
ARTNA,Artesian Resources Corporation,Utilities,Water Utilities,USA,11829,36.93,-0.064
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrial Goods,Farm & Construction Machinery,USA,1503,2.05,0.105
ARTX,Arotech Corporation,Industrial Goods,Industrial Electrical Equipment,USA,93446,2.05,0.39399999999999996
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA,321677,22.2,0.75
ARW,"Arrow Electronics, Inc.",Services,Electronics Wholesale,USA,1104872,69.92,-0.561
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1706780,27.29,0.153
ARYA,ARYA Sciences Acquisition Corp.,Conglomerates,Conglomerates,USA,0,10.0,-0.32899999999999996
ARYAU,ARYA Sciences Acquisition Corp.,Conglomerates,Conglomerates,USA,0,10.67,0.389
ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,173674,11.21,0.636
ASB,Associated Banc-Corp,Financial,Regional - Midwest Banks,USA,1325760,20.9,0.19699999999999998
ASC,Ardmore Shipping Corporation,Services,Shipping,Bermuda,290632,6.47,0.5760000000000001
ASCMA,"Ascent Capital Group, Inc.",Services,Security & Protection Services,USA,40236,1.15,-0.5429999999999999
ASEA,Global X FTSE Southeast Asia ETF,Financial,Exchange Traded Fund,USA,4882,16.79,-0.645
ASET,FlexShares Real Assets Allocation Index Fund,Financial,Exchange Traded Fund,USA,1404,29.96,0.304
ASFI,"Asta Funding, Inc.",Services,Business Services,USA,3525,7.17,-0.7120000000000001
ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,86267,5.9,-0.028999999999999998
ASGN,ASGN Incorporated,Services,Staffing & Outsourcing Services,USA,160102,57.56,-0.43700000000000006
ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals - Major Diversified,USA,368063,78.18,-0.875
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA,9162273,28.22,-0.33899999999999997
ASHS,Xtrackers Harvest CSI 500 China-A Shares Small Cap ETF,Financial,Exchange Traded Fund,USA,81977,26.49,-0.45799999999999996
ASHX,Xtrackers MSCI China A Inclusion Equity ETF,Financial,Exchange Traded Fund,USA,1,20.04,0.213
ASIX,AdvanSix Inc.,Basic Materials,Chemicals - Major Diversified,USA,106647,26.36,-0.121
ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore,17753,3.28,0.743
ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada,463976,0.51,0.027999999999999997
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,141791,13.61,0.546
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,431123,201.66,-0.47600000000000003
ASNA,"Ascena Retail Group, Inc.",Services,Apparel Stores,USA,2953859,0.73,-0.521
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,384704,124.33,0.13
ASPN,"Aspen Aerogels, Inc.",Industrial Goods,General Building Materials,USA,17093,6.08,0.22899999999999998
ASPS,Altisource Portfolio Solutions S.A.,Services,Business Services,Luxembourg,119213,19.01,-0.22399999999999998
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Services,"Air Services, Other",Mexico,59243,171.2,0.7040000000000001
ASRT,"Assertio Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,320784,3.18,-0.10099999999999999
ASRV,"AmeriServ Financial, Inc.",Financial,Regional - Northeast Banks,USA,5571,4.15,0.038
ASTC,Astrotech Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,18014,3.13,0.015
ASTE,"Astec Industries, Inc.",Industrial Goods,Farm & Construction Machinery,USA,72307,31.05,0.02
ASUR,"Asure Software, Inc.",Technology,Business Software & Services,USA,176832,7.68,-0.14400000000000002
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductor - Broad Line,Taiwan,852702,3.98,0.205
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,35594,5.96,-0.1
AT,Atlantic Power Corporation,Utilities,Electric Utilities,USA,348358,2.47,0.45
ATAI,ATA Inc.,Services,Education & Training Services,China,636286,2.66,0.499
ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Investment,USA,97847,7.07,-0.747
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,189130,4.38,0.205
ATEN,"A10 Networks, Inc.",Technology,Communication Equipment,USA,214006,6.59,-0.134
ATGE,Adtalem Global Education Inc.,Services,Education & Training Services,USA,228377,45.88,0.07
ATH,Athene Holding Ltd.,Financial,Asset Management,Bermuda,1983188,43.37,-0.21
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia,36479,1.32,-0.29
ATHM,Autohome Inc.,Technology,Internet Information Providers,China,1142713,92.29,0.7190000000000001
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA,513915,1.8,0.03
ATI,Allegheny Technologies Incorporated,Industrial Goods,Metal Fabrication,USA,1322793,24.79,-0.905
ATIF,ATIF Holdings Limited,Financial,Asset Management,China,21712,3.4,0.249
ATIS,"Attis Industries, Inc.",Industrial Goods,Waste Management,USA,59556,1.75,-0.183
ATKR,Atkore International Group Inc.,Industrial Goods,Industrial Electrical Equipment,USA,239665,25.96,0.728
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,4192,3.75,0.8320000000000001
ATLO,Ames National Corporation,Financial,Regional - Northeast Banks,USA,7285,26.03,0.368
ATMP,Barclays ETN+ Select MLP ETN,Financial,Exchange Traded Fund,USA,66380,19.87,-0.523
ATNI,"ATN International, Inc.",Technology,Telecom Services - Domestic,USA,66796,59.52,-0.406
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,323405,0.26,0.13
ATNX,"Athenex, Inc.",Healthcare,Biotechnology,USA,459308,18.02,-0.677
ATO,Atmos Energy Corporation,Utilities,Gas Utilities,USA,391425,105.9,-0.507
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,44681,5.04,-0.292
ATOS,Atossa Genetics Inc.,Healthcare,Diagnostic Substances,USA,257052,2.09,-0.047
ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,USA,335116,119.81,-0.7609999999999999
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1155961,21.39,0.825
